Unnamed: 0,name,business_status,geometry/location/lat,geometry/location/lng,vicinity,place_id,skills,team_size,availability,open_status_throughout_week,open_day,open_hour_monday_start,open_hour_monday_end,open_hour_tuesday_start,open_hour_tuesday_end,open_hour_wednesday_start,open_hour_wednesday_end,open_hour_thursday_start,open_hour_thursday_end,open_hour_friday_start,open_hour_friday_end,open_hour_saturday_start,open_hour_saturday_end,open_hour_sunday_start,open_hour_sunday_end
51,Freiwillige Feuerwehr,OPERATIONAL,49.3314096,6.985864200000001,"Holzer Pl. 2A, Heusweiler",ChIJl74cvxO6lUcRYMHNbSOVYJE,"['technical rescue', 'firefighting']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
52,Feuerwehr Heusweiler - LB Wahlschied (LB 12),OPERATIONAL,49.34265,6.99869,"Im Dorf 13, Heusweiler",ChIJd5A_liS6lUcRD1-CX_ZvlSA,['hazardous materials'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
53,Feuerwehr Heusweiler - LB Berschweiler (LB 3),OPERATIONAL,49.3397775,6.961238199999999,"Berschweiler Str. 39, Heusweiler",ChIJyZ09z1-6lUcRM3ASOo-N3F8,['firefighting'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
54,Feuerwehr Heusweiler - LB Ost (LB 7),OPERATIONAL,49.3507797,6.9796828,"Barbarastraße 38a, Heusweiler",ChIJ8VO1-oe7lUcRDI7njcg-0sg,"['technical rescue', 'emergency medical']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
55,Feuerwehr Heusweiler - LB Lummerschied (LB 8),OPERATIONAL,49.3535431,6.9989781,"Wiesbacher Str. 7, Heusweiler",ChIJ15lybjK6lUcRXU5aeWhFegk,"['technical rescue', 'emergency medical', 'firefighting', 'hazardous materials']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
56,Feuerwehr Heusweiler - LB Mitte (LB1),OPERATIONAL,49.35202200000001,6.9316559,"Trierer Str. 175, Heusweiler",ChIJj__6nWK7lUcReychnAZiGsM,"['technical rescue', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
57,Feuerwehr Heusweiler - LB Obersalbach-Kurhof (LB 11),OPERATIONAL,49.3447865,6.893620599999999,"Zum Weiherwald, Heusweiler",ChIJj7Rj5TillUcRqKRZk9I-J4I,"['technical rescue', 'emergency medical', 'firefighting']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,19:00,07:00,23:59,14:00,23:59,00:00,15:00,20:00,17:00,11:00,14:00,09:00,23:59
58,"Feuerwehr Illingen, Lbz. Wustweiler",OPERATIONAL,49.3966305,7.039108,"Am Seelbach 1, Illingen",ChIJD9A_h62-lUcRzaZ01Z8Vr6M,"['emergency medical', 'technical rescue']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,12:00,00:00,06:00,23:59,00:00,22:00,00:00,23:59,03:00,21:00,00:00,22:00,00:00,23:00
59,Feuerwehr Auersmacher,OPERATIONAL,49.1376833,7.058384,"Sitterswalder Str., Kleinblittersdorf",ChIJIVrch6dKlEcRGjdLlxhjD3g,"['firefighting', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,20:00,23:59,03:00,23:59,00:00,23:59,00:00,21:00,00:00,00:00,00:00,00:00,12:00,09:00
60,Freiwillige Feuerwehr Kleinblittersdorf LB Mitte,OPERATIONAL,49.13765919999999,7.058597,"Sitterswalder Str. 71, Kleinblittersdorf",ChIJw8SlB101lEcRpTexSUfzTts,"['emergency medical', 'technical rescue']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,23:59,00:00,16:00,00:00,23:59,00:00,19:00,00:00,00:00,15:00,00:00,10:00,21:00
61,Freiwillige Feuerwehr Bliesmengen-Bolchen,OPERATIONAL,49.15062750000001,7.1138497,"Bliestalstraße 47, Mandelbachtal",ChIJlw4fTyrLlUcRGZmbCkc5lP4,"['emergency medical', 'hazardous materials', 'technical rescue', 'firefighting']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,22:00,00:00,23:59,22:00,23:00,15:00,23:59,00:00,23:59,00:00,22:00,04:00,17:00
62,Freiwillige Feuerwehr Kleinblittersdorf Löschbezirk 4 Rilchingen-Hanweiler,OPERATIONAL,49.1166321,7.050546199999999,"Am Sportpl. 1, Kleinblittersdorf",ChIJE7fyaH01lEcRN518HFJkVu4,"['hazardous materials', 'firefighting', 'emergency medical', 'technical rescue']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
63,Sapeurs-Pompiers de Sarreguemines,OPERATIONAL,49.11306630000001,7.080684900000001,"29 Rue des Tirailleurs, Sarreguemines",ChIJWzOhjgs1lEcRdx0T8FrX4uA,"['firefighting', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
64,FF Kleinblittersdorf LB Bliesransbach,OPERATIONAL,49.1657488,7.090291799999999,"Eschringer Str. 18, Kleinblittersdorf",ChIJbWv0feDLlUcRcu6ipT8V9hA,"['hazardous materials', 'firefighting', 'emergency medical', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
65,Gerätehaus Löschbezirk Köllerbach,OPERATIONAL,49.3058546,6.9039158,"Sellerbacher Str. 7, Püttlingen",ChIJV7DA66B9C0ERTP-ZZ3OdfVc,"['hazardous materials', 'technical rescue', 'firefighting', 'emergency medical']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
66,Freiwillige Feuerwehr Riegelsberg Löschbezirk Walpershofen,OPERATIONAL,49.3229842,6.9155487,"Herchenbacher Str. 35, Riegelsberg",ChIJK_uWXKi6lUcRS-b4pQq7CTM,"['firefighting', 'emergency medical', 'hazardous materials', 'technical rescue']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
67,Freiwillige Feuerwehr,OPERATIONAL,49.3001347,7.0661651,"Im Hessenland 2A, Sulzbach/Saar",ChIJxdonaY-3lUcRBOxUooJdYHg,"['hazardous materials', 'firefighting', 'technical rescue', 'emergency medical']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
68,Freiwillige Feuerwehr Riegelsberg,OPERATIONAL,49.308707,6.938251999999999,"Alleestraße 2, Riegelsberg",ChIJ8fhA9G-wlUcRV6DcWRymYxo,"['emergency medical', 'firefighting']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Tuesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
69,Feuerwehr Merchweiler Gerätehaus,OPERATIONAL,49.3603734,7.059474199999999,"Hauptstraße 82, Merchweiler",ChIJPQD8lwO5lUcR_E-nRtlYCaI,"['firefighting', 'emergency medical', 'technical rescue']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
70,bos-store,OPERATIONAL,49.3747722,7.0229783,"Herzstraße 31, Illingen",ChIJSX4OuGC5lUcRmOwc_yUeZ2M,"['firefighting', 'hazardous materials']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,13:00,00:00,00:00,23:59,00:00,18:00,00:00,23:59,10:00,23:00,02:00,23:59,16:00,23:59
71,Spielmannszug Sulzbach,OPERATIONAL,49.3000068,7.0658458,"Im Hessenland 2, Sulzbach/Saar",ChIJC8HrpJG3lUcRPVKs-pEQuZw,"['hazardous materials', 'technical rescue', 'emergency medical', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,21:00,17:00,00:00,00:00,23:00,00:00,22:00,23:59,14:00,23:59,00:00,14:00,03:00,05:00
72,Feuerwehr Völklingen Löschbezirk Lauterbach,OPERATIONAL,49.1831554,6.745009899999999,"Köhlerstraße 8, Völklingen",ChIJw4Z9ujirlUcRE0yS8INpfu4,['emergency medical'],2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,00:00,00:00,23:59,18:00,23:59,12:00,00:00,01:00,23:59,18:00,23:59,06:00,23:00
73,Feuerwehr Völklingen Löschbezirk Fürstenhausen,OPERATIONAL,49.2412123,6.864198,"Gutenbergstraße 12, Völklingen",ChIJXXwfguGtlUcRsj3hGUAZmLI,"['emergency medical', 'technical rescue', 'firefighting', 'hazardous materials']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
74,"Freiwillige Feuerwehr Beckingen, Löschbezirk Düppenweiler",OPERATIONAL,49.4151099,6.7633272,Beckingen,ChIJuy2sRtKglUcRxRXMnz6nwyI,"['technical rescue', 'firefighting']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,22:00,08:00,00:00,20:00,00:00,23:59,00:00,23:59,00:00,17:00,04:00,20:00,03:00,23:00
75,"Feuerwehr, Löschbezirk Beckingen",OPERATIONAL,49.3865896,6.7074649,"In den Rübenstückern 6, Beckingen",ChIJOev20toJlUcRChHkJ8RyQ74,['technical rescue'],3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
76,"Freiwillige Feuerwehr Beckingen, Löschbezirk Beckingen",OPERATIONAL,49.3922415,6.701667,"Bergstraße 4, Beckingen",ChIJF4u5f8MJlUcRzRwzPAYhWuM,"['hazardous materials', 'technical rescue', 'emergency medical', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,21:00,00:00,00:00,14:00,23:59,00:00,23:59,00:00,00:00,00:00,23:59,00:00,23:59
77,"Freiwillige Feuerwehr Beckingen, Löschbezirk Haustadt",OPERATIONAL,49.4122454,6.7203269,"Haustadter-Tal-Straße 143, Beckingen",ChIJLzqTf38JlUcRCFui7bcXsYo,"['firefighting', 'hazardous materials', 'emergency medical']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,21:00,00:00,07:00,00:00,23:59,07:00,19:00,07:00,22:00,00:00,23:59,00:00,00:00
78,"Freiwillige Feuerwehr Beckingen, Löschbezirk Oppen",OPERATIONAL,49.4532283,6.781508499999999,"St.-Florian-Straße 16, Beckingen",ChIJNeM3YVSglUcRoj96kHb3BMs,"['emergency medical', 'hazardous materials', 'firefighting', 'technical rescue']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,21:00,06:00,23:59,01:00,23:59,23:00,21:00,00:00,22:00,00:00,23:59,18:00,00:00
79,"Freiwillige Feuerwehr Beckingen, Löschbezirk Honzrath",OPERATIONAL,49.42918,6.7296743,"Merchinger Str. 7, Beckingen",ChIJu3CrW6ALlUcRuH2iceFA4VQ,"['emergency medical', 'firefighting', 'technical rescue', 'hazardous materials']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,00:00,23:00,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,00:00,00:00,23:59
80,"Freiwillige Feuerwehr Beckingen, Löschbezirk Reimsbach",OPERATIONAL,49.4496546,6.7636837,"Auf Köpfchen 2, Beckingen",ChIJD-4f_VeglUcRnrXHwKJgn40,"['hazardous materials', 'emergency medical', 'firefighting', 'technical rescue']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
81,"Freiwillige Feuerwehr Beckingen, Löschbezirk Saarfels",OPERATIONAL,49.393688,6.67516,"Fliederstraße 29, Beckingen",ChIJ6e7o7goJlUcRLneNIU3y_XI,"['technical rescue', 'emergency medical', 'firefighting', 'hazardous materials']",1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
82,"Freiwillige Feuerwehr Beckingen, Löschbezirk Erbringen",OPERATIONAL,49.4412931,6.7395399,"Im Dompen 6, Beckingen",ChIJMeSLfpuglUcRwAB_LgwUlas,"['technical rescue', 'hazardous materials']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,14:00,23:00,02:00,23:59,15:00,23:59,00:00,11:00,00:00,23:59,00:00,23:59,10:00,23:59
83,"Freiwillige Feuerwehr Beckingen, Löschbezirk Hargarten",OPERATIONAL,49.4529799,6.736469,"Am Hügel 15, Beckingen",ChIJbxiUNVuhlUcRQcR6AuvLwjY,"['hazardous materials', 'firefighting', 'technical rescue', 'emergency medical']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,00:00,23:59,00:00,23:59,00:00,11:00,00:00,00:00,18:00,21:00,06:00,23:59,00:00,17:00
84,Feuerwehr Bergen,OPERATIONAL,49.5359346,6.6941361,"66679, Losheim am See",ChIJUf1my_l0lUcR3s4v8uvP9JY,"['firefighting', 'emergency medical']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Monday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
85,Freiwillige Feuerwehr Wahlen,OPERATIONAL,49.48813939999999,6.778418299999999,"Wahlener Str. 57, Losheim am See",ChIJU3jkKAChlUcR2kkqZnbOiyA,['hazardous materials'],1,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
86,Freiwillige Feuerwehr Rimlingen,OPERATIONAL,49.4740569,6.7171391,"Rimlinger Str. 34, Losheim am See",ChIJA9fRpfkLlUcRgRhOeY6eC6E,['firefighting'],6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,03:00,23:59,15:00,17:00,19:00,23:59,21:00,10:00,00:00,00:00,00:00,00:00,14:00,23:59
87,Freiwillige Feuerwehr Niederlosheim,OPERATIONAL,49.50205,6.77718,"Marienstraße 13, Losheim am See",ChIJm4anEo6flUcRBGQ5FmIVyGw,"['technical rescue', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
88,Gemeinde Weiskirchen Löschbezirk Weierweiler,OPERATIONAL,49.52795769999999,6.8180025,"Zum Ehrenmal 2, Weiskirchen",ChIJuy5kwhyflUcRedGDUS2W_Mc,['technical rescue'],5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,01:00,17:00,00:00,18:00,00:00,14:00,00:00,23:59,00:00,23:59,00:00,17:00,05:00,23:00
89,Freiwillige Feuerwehr Losheim,OPERATIONAL,49.5053405,6.743678,"Merziger Str. 3, Losheim am See",ChIJcUS07lh1lUcRqHoPoa8zjn4,"['technical rescue', 'hazardous materials', 'emergency medical']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,14:00,13:00,10:00,23:59,03:00,13:00,00:00,15:00,00:00,07:00,00:00,16:00,13:00,20:00
90,Freiwillige Feuerwehr Britten,OPERATIONAL,49.5199923,6.6707271,"Kiefernweg 10, Losheim am See",ChIJoaFI3L90lUcRWFuaxRkI80g,"['firefighting', 'technical rescue', 'hazardous materials']",5,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Wednesday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
91,Feuerwehr Scheiden,OPERATIONAL,49.5471625,6.7294604,"Schau ins Land 1, Losheim am See",ChIJPZzhCSF1lUcRZJWxmbP7CF8,"['firefighting', 'technical rescue']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Thursday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
92,Freiwillige Feuerwehr Rappweiler,OPERATIONAL,49.5422702,6.7930727,"Hochwaldstraße 23, Weiskirchen",ChIJKbB4wU-elUcRprctzCLq6BA,['firefighting'],10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Saturday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
93,Waldhölzbach,OPERATIONAL,49.5518272,6.7612565,"Kurstraße 1, Losheim am See",ChIJMx4V7CCelUcRNq4dKDJRiWc,"['technical rescue', 'emergency medical']",2,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,16:00,00:00,10:00,00:00,23:59,00:00,23:59,15:00,23:00,00:00,21:00,00:00,18:00
94,Feuerwache,OPERATIONAL,49.3703777,6.763063,"Wiesenstraße, Dillingen/Saar",ChIJy9Xq7qqnlUcRIruYeAzoM5I,"['hazardous materials', 'firefighting', 'emergency medical']",3,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Wednesday,00:00,00:00,00:00,23:59,15:00,12:00,21:00,23:59,10:00,23:59,00:00,23:59,02:00,23:59
95,Feuerwehr Wallerfangen Löschzug St.Barbara,OPERATIONAL,49.3321359,6.6820447,"Schloßbergstraße 97, Wallerfangen",ChIJRbPapRIHlUcR4IRuHB52WwY,['firefighting'],9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,00:00,23:59,00:00,00:00,00:00,19:00,07:00,23:59,17:00,14:00,21:00,23:59,18:00,17:00
96,Freiwillige Feuerwehr Fitten,OPERATIONAL,49.4437367,6.598188299999999,"Wendelinusstraße 39, Merzig",ChIJdbWcOkgMlUcRMXXowC6CcO0,"['emergency medical', 'firefighting', 'hazardous materials', 'technical rescue']",8,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Saturday,00:00,00:00,23:00,00:00,00:00,23:59,00:00,23:59,12:00,23:59,00:00,00:00,00:00,23:59
97,Fire Station 2 Ramstein AB,OPERATIONAL,49.4518783,7.586639600000001,"Flugplatz Ramstein Geb 1124, Ramstein-Miesenbach",ChIJFbdUsVgLlkcRMJPpa_rGeb4,"['hazardous materials', 'emergency medical', 'firefighting']",6,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Thursday,00:00,00:00,00:00,00:00,00:00,23:00,00:00,00:00,00:00,23:59,15:00,23:59,00:00,23:59
98,Feuerwehr Merzig,OPERATIONAL,49.4413502,6.6387098,"Am Gaswerk 5a, Merzig",ChIJC2GmVo4LlUcRAXCFIB40R1c,"['emergency medical', 'hazardous materials']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Monday,22:00,23:59,00:00,22:00,00:00,11:00,00:00,23:59,07:00,23:59,00:00,23:00,00:00,23:59
99,Freiwillige Feuerwehr Brotdorf,OPERATIONAL,49.47108679999999,6.6765078,"Heisterweg, Merzig",ChIJ0_b3hRALlUcRifNzFr8OQEg,"['technical rescue', 'emergency medical', 'hazardous materials', 'firefighting']",9,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Tuesday,00:00,13:00,00:00,14:00,01:00,23:59,17:00,23:59,00:00,19:00,00:00,19:00,07:00,23:59
100,Feuerwehr Schwemlingen-Weiler,OPERATIONAL,49.4682431,6.5910055,"Luxemburger Str. 76, Merzig",ChIJvRjF2P0MlUcRanGlX364gYM,"['technical rescue', 'hazardous materials', 'firefighting']",7,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",True,Friday,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59
101,Freiwillige Feuerwehr Lbz. Büdingen,OPERATIONAL,49.444563,6.5520541,"Zum Saargau 998, Merzig",ChIJgR8GW90NlUcRIxga1gGy6GE,"['emergency medical', 'technical rescue']",4,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Sunday,10:00,23:59,16:00,23:59,09:00,23:59,00:00,23:59,13:00,23:59,13:00,23:00,00:00,22:00
102,Freiwillige Feuerwehr Menningen,OPERATIONAL,49.40648100000001,6.665430499999999,Merzig,ChIJQf8tkXAJlUcRiK14DXFazVw,"['emergency medical', 'firefighting', 'technical rescue']",10,"opens on Monday
Monday	08:00 - 17:00
Tuesday	08:00 - 14:00
Wednesday	08:00 - 17:00
Thursday	08:00 - 17:00
Friday	08:00 - 12:30",False,Friday,05:00,17:00,00:00,15:00,00:00,23:59,00:00,23:59,11:00,10:00,00:00,23:59,08:00,23:59
